# onkz;ort
34978;Cosa
34979;Diebzig
35020;Stadt Wehlen
35021;Gohrisch
35022;Altendorf
35023;Bad Gottleuba
35024;Kurort Rathen
35025;Bad Gottleuba-Berggießhü
35026;Dresden
35027;Dohna
35028;Bad Schandau
35032;Bad Gottleuba-Berggießhü
35033;Gohrisch
35052;Altenberg
35053;Glashütte
35054;Altenberg
35055;Dorfhain
35056;Altenberg
35057;Altenberg
35058;Pretzschendorf
35200;Arnsdorf
35201;Dresden
35202;Colmnitz
35203;Braunsdorf
35204;Dresden
35205;Dresden
35206;Bannewitz
35207;Bärnsdorf
35208;Berbisdorf
35209;Dittmannsdorf
35240;Dobra
35241;Käbschütztal
35242;Abend
35243;Coswig
35244;Deila
35245;Perne
35246;Abend
35247;Diera-Zehren
35248;Adelsdorf
35249;Ebersbach
35263;Görzig
35264;Cavertitz
35265;Colmnitz
35266;Hirschstein
35267;Diera
35268;Dobernitz
35322;Arenzhain
35323;Breitenau
35324;Babben
35325;Finsterwalde
35326;Schilda
35327;Buchhain
35329;Barzig
35341;Bad Liebenwerda
35342;Altenau
35343;Brößnitz
35361;Fichtwald
35362;Ahlsdorf
35363;Beyern
35364;Freileben
35365;Bahnsdorf
35383;Elster
35384;Dixförda
35385;Annaburg
35386;Axien
35387;Elster
35388;Arnsdorf
35389;Brandis
35433;Belten
35434;Altdöbern
35435;Bronkow
35436;Vetschau
35439;Calau
35451;Bollensdorf
35452;Golßen
35453;Dahmetal
35454;Dahme
35455;Beesdau
35456;Duben
35471;Biebersdorf
35472;Dürrenhofe
35473;Alt-Schadow
35474;Bersteland
35475;Alt Zauche-Wußwerk
35477;Rietzneuendorf-Friedrich
35478;Goyatz
35600;Döbern
35601;Bärenbrück
35602;Domsdorf
35603;Brahmow
35604;Kolkwitz
35605;Drieschnitz-Kahsel
35606;Briesen
35607;Drewitz
35608;Drebkau
35609;Drachhausen
35691;Atterwasch
35692;Atterwasch
35693;Atterwasch
35694;Dubrau
35695;Gahry
35696;Forst
35697;Bagenz
35698;Bloischdorf
35722;Elsterheide
35723;Bernsdorf
35724;Lohsa
35725;Oßling
35726;Knappensee-Groß Särchen
35727;Burg
35728;Lohsa
35751;Altdöbern
35752;Biehlen
35753;Allmosen
35754;Annahütte
35755;Böhla
35756;Grünewald
35771;Bad Muskau
35772;Rietschen
35773;Groß Düben
35774;Boxberg
35775;Krauschwitz
35792;Oßling
35793;Dobrig
35795;Gottschdorf
35796;Crostwitz
35797;Bernsdorf
35820;Görlitz
35822;Görlitz
35823;Bernstadt
35825;Horka
35826;Königshain
35827;Vierkirchen
35828;Reichenbach
35829;Markersdorf
35841;Bertsdorf-Hörnitz
35842;Leutersdorf
35843;Dittelsdorf
35844;Jonsdorf Kurort
35872;Beiersdorf
35873;Berthelsdf
35874;Bernstadt
35875;Dürrhennersdorf
35876;Hohendubrau
35877;Crostau
35891;Rothenburg
35892;Hähnichen
35893;Kreba-Neudorf
35894;Hähnichen
35895;Klitten
35930;Demitz-Thumitz
35931;Königswartha
35932;Großdubrau
35933;Neschwitz
35934;Großdubrau
35935;Bautzen
35936;Schirgiswalde
35937;Bautzen
35938;Doberschau-Gaußig
35939;Hochkirch
35951;Doberschau-Gaußig
35952;Bretnig-Hauswalde
35953;Burkau
35954;Frankenthal
35955;Bretnig-Hauswalde
35971;Altendorf
35973;Großharthau-Bühlau
35974;Altendorf
35975;Hohnstein
36020;Abtsbessingen
36021;Großmehlra
36022;Altengottern
36023;Ammern
36024;Diedorf
36026;Rodeberg
36027;Großbartloff
36028;Flarchheim
36029;Dünwald
36041;Bad Tennstedt
36042;Bad Langensalza
36043;Bad Langensalza
36071;Berlingerode
36072;Bockelnhagen
36074;Bernterode
36075;Büttstedt
36076;Bernterode
36077;Bischofferode
36081;Arenshausen
36082;Bebendorf
36083;Birkenfelde
36084;Geisleden
36085;Glasehausen
36087;Asbach-Sickenberg
36200;Alkersleben
36201;Andisleben
36202;Apfelstädt
36203;Azmannsdorf
36204;Alperstedt
36205;Frankenhain
36206;Dachwig
36207;Angelroda
36208;Alach
36209;Bad Berka
36252;Georgenthal
36253;Catterfeld
36254;Bad Langensalza
36255;Ballstädt
36256;Emleben
36257;Luisenthal
36258;Eschenbergen
36259;Emsetal
36330;Dietenborn
36331;Appenrode
36332;Ellrich
36333;Auleben
36334;Hain
36335;Großwechsungen
36336;Hohenstein
36337;Etzelsrode
36338;Bleicherode
36370;Bliederstedt
36371;Eckstedt
36372;Ellersleben
36373;Buttstädt
36374;Günstedt
36375;Bilzingsleben
36376;Gangloffsömmern
36377;Billroda
36378;Ostramondra
36379;Großenehrich
36421;Abtlöbnitz
36422;Blankenhain
36423;Eichenberg
36424;Altenberga
36425;Cospeda
36426;Bremsnitz
36427;Dornburg
36428;Bollberg
36450;Bad Berka
36451;Buttelstedt
36452;Ballstedt
36453;Frankendorf
36454;Blankenhain
36458;Bad Berka
36459;Altdörnfeld
36461;Auerstedt
36462;Apolda
36463;Gebstedt
36464;Großromstedt
36465;Apolda
36481;Breitenhain
36482;Braunsdorf
36483;Crispendorf
36484;Bucha
36601;Bad Klosterlausnitz
36602;Gera
36603;Burkersdorf
36604;Bocka
36605;Bad Köstritz
36606;Hermsdorf
36607;Burkersdorf
36608;Braunichswalde
36621;Cossengrün
36622;Göhren-Döhlen
36623;Berga
36624;Großkundorf
36625;Berga
36626;Auma
36628;Förthen
36640;Burgk
36642;Birkenhügel
36643;Remptendorf
36644;Hirschberg
36645;Kornbach
36646;Tanna
36647;Saalburg
36648;Chursdorf
36649;Gefell
36651;Bad Lobenstein
36652;Lehesten
36653;Lehesten
36691;Eisenberg
36692;Albersdorf
36693;Crossen
36694;Casekirchen
36695;Aga
36701;Gräfenthal
36702;Ernstthal
36703;Buchbach
36704;Friedrichshöhe
36705;Cursdorf
36730;Allendorf
36731;Arnsbach
36732;Birkigt
36733;Hohenwarte
36734;Dorfilm
36735;Großgeschwenda
36736;Arnsgereuth
36737;Altenbeuthen
36738;Allendorf
36739;Bad Blankenburg
36741;Bad Blankenburg
36742;Beutelsdorf
36743;Ammelstädt
36744;Ammelstädt
36761;Föritz
36762;Eschenthal
36764;Föritz
36766;Bachfeld
36781;Allersdorf
36782;Frauenwald
36783;Gehren
36784;Stützerbach
36785;Gräfinau-Angstedt
36840;Brotterode Kurort
36841;Altendambach
36842;Oberhof
36843;Benshausen
36844;Christes
36845;Gehlberg
36846;Dietzhausen
36847;Altersbach
36848;Breitungen
36849;Floh-Seligenthal
36870;Masserberg
36871;Bad Colberg-Heldburg
36873;Ahlstädt
36874;Biberau
36875;Adelhausen
36878;Auengrund
36920;Beuernfeld
36921;Wutha-Farnroda
36922;Berka
36923;Falken
36924;Berka
36925;Berka
36926;Creuzburg
36927;Gerstungen-Unterellen
36928;Eisenach
36929;Kittelsthal
36940;Friedelshausen
36941;Mehmels
36943;Bettenhausen
36944;Behrungen
36945;Bauerbach
36946;Birx
36947;Exdorf
36948;Gleichamberg
36949;Belrieth
36961;Bad Liebenstein
36962;Martinroda
36963;Dietlas
36964;Andenhausen
36965;Gehaus
36966;Aschenhausen
36967;Bermbach
36968;Georgenzell
36969;Dorndorf
37200;Chemnitz
37202;Claußnitz
37203;Gersdorf
37204;Bernsdf
37206;Frankenberg
37207;Hainichen
37208;Lichtenau
37209;Amtsberg
37291;Augustusburg
37292;Falkenau
37293;Eppendorf
37294;Augustusburg
37295;Erlbach-Kirchberg
37296;Jahnsdorf
37297;Gelenau
37298;Hohndorf
37320;Dorfchemnitz
37321;Frankenstein
37322;Brand-Erbisdorf
37323;Lichtenberg
37324;Bieberstein
37325;Bobritzsch
37326;Frauenstein
37327;Frauenstein
37328;Großschirma
37329;Brand-Erbisdorf
37341;Drebach
37342;Sehmatal
37343;Arnsfeld
37344;Crottendorf
37346;Ehrenfriedersdorf
37347;Bärenstein
37348;Kurort Oberwiesenthal
37349;Elterlein
37360;Heidersdorf
37361;Heidersdorf
37362;Deutschneudorf
37363;Olbernhau
37364;Kühnhaide
37365;Dorfchemnitz
37366;Marienberg
37367;Forchheim
37368;Deutschneudorf
37369;Deutschneudorf
37381;Chursdorf
37382;Aitzendorf
37383;Königshain-Wiederau
37384;Lunzenau
37421;Bobenneukirchen
37422;Adorf
37423;Adorf
37430;Adorf
37431;Leubnitz
37432;Mehltheuer
37433;Burgstein
37434;Bobenneukirchen
37435;Leubnitz
37436;Burgstein
37437;Adorf
37438;Bad Brambach
37439;Helmsgrün
37462;Crinitzberg
37463;Bergen
37464;Marieney
37465;Grünbach-Muldenberg
37467;Klingenthal
37468;Eich
37600;Fraureuth
37601;Mülsen
37602;Crinitzberg
37603;Langenweißbach
37604;Mülsen
37605;Beutha
37606;Abhorn
37607;Ebersbrunn
37608;Callenberg
37609;Limbach-Oberfrohna
37752;Blauenthal
37754;Dorfchemnitz
37755;Schönheide
37756;Breitenbrunn
37757;Rittersgrün
38201;Blankenhagen
38202;Bentwisch
38203;Admannshagen-Bargeshagen
38204;Broderstorf
38205;Cammin
38206;Graal-Müritz
38207;Anna Luisenhof
38208;Damm
38209;Cammin
38220;Ahrenshoop
38221;Marlow
38222;Eixen
38223;Hessenburg
38224;Mandelshagen
38225;Ahrenshagen
38226;Dierhagen
38227;Bartelshagen
38228;Dettmannsdorf
38229;Bad Sülze
38231;Barth
38232;Zingst
38233;Ostseebad Prerow
38234;Born
38292;Altenhagen
38293;Bastorf
38294;Alt Bukow
38295;Berendshagen
38296;Blengow
38297;Alt Karin
38300;Grieben
38301;Alt Lanschvitz
38302;Glowe
38303;Baabe
38304;Garz
38305;Gingst
38306;Altefähr
38307;Garz
38308;Gager
38309;Gingst
38320;Breesen
38321;Duvendiek
38322;Franzburg
38323;Altenpleen
38324;Altenhagen
38325;Buchholz
38326;Grimmen
38327;Elmenhorst
38328;Behnkendorf
38331;Süderholz
38332;Groß Bisdorf
38333;Horst
38334;Deyelsdorf
38351;Greifswald
38352;Hanshagen
38353;Bandelin
38354;Brünzow
38355;Gribow
38356;Alt Negentin
38370;Kröslin
38371;Karlshagen
38372;Dargen
38373;Katzow
38374;Buggenhagen
38375;Koserow
38376;Dargen
38377;Lütow
38378;Ahlbeck
38379;Benz
38391;Altenkirchen
38392;Sassnitz
38393;Binz
38422;Emden
38423;Bad Kleinen
38424;Beidendorf
38425;Insel Poel
38426;Benz
38427;Blowatz
38428;Gägelow
38429;Alt Poorstorf
38450;Boitin
38451;Charlottenthal
38452;Lalendorf
38453;Groß Schwiesow
38454;Dolgen
38455;Diekhof
38456;Kuchelmiß
38457;Bellin
38458;Bellin
38459;Alt Kätwin
38461;Bernitt
38462;Baumgarten
38464;Bernitt
38466;Groß Belitz
38481;Bolz
38482;Bibow
38483;Alt Necheln
38484;Bibow
38485;Borkow
38486;Gustävel
38488;Bülow
38720;Dargelütz
38721;Bauerkuhl
38722;Klinken
38723;Bülow
38724;Gischow
38725;Groß Godems
38726;Dütschow
38727;Herzberg
38728;Bergrade Dorf
38729;Drenkow
38731;Broock
38732;Broock
38733;Karbow-Vietlübbe
38735;Barkow
38736;Diestelow
38737;Ganzlin
38738;Hahnenhorst
38750;Grebs
38751;Alt Krenzlin
38752;Balow
38753;Fahrbinde
38754;Alt Krenzlin
38755;Altona
38756;Beckentin
38757;Blievenstorf
38758;Baarz
38759;Alt Jabel
38780;Bernheide
38781;Boberow
38782;Baek
38783;Brunow
38784;Burghagen
38785;Berge
38787;Bendelin
38788;Groß Warnow
38789;Baek
38791;Abbendorf
38792;Baarz
38793;Dergenthin
38794;Cumlosen
38796;Groß Werzin
38797;Blüthen
38821;Boitin-Resdorf
38822;Bernstorf
38823;Hennef
38824;Damshagen
38825;Arpshagen
38826;Benckendorf
38827;Brook
38828;Bechelsdorf
38841;Amt Neuhaus
38842;Badekow
38843;Bennin
38844;Amt Neuhaus
38845;Amt Neuhaus
38847;Bickhusen
38848;Albertinenhof
38850;Bandenitz
38851;Bantin
38852;Bobzin
38853;Boddin
38854;Belsch
38855;Bandekow
38856;Goldenitz
38858;Bernstorf
38859;Alt Zachun
38871;Böken
38872;Benzin
38873;Carlow
38874;Badow
38875;Campow
38876;Breesen
39000;Bandau
39001;Apenburg
39002;Dannefeld
39003;Bornsen
39004;Dannefeld
39005;Kusey
39006;Mieste
39007;Ahlum
39008;Dönitz
39009;Badel
39030;Brunau
39031;Dähre
39032;Benkendorf
39033;Ellenberg
39034;Fleetmark
39035;Altensalzwedel
39036;Binde
39037;Klein Gartz
39038;Andorf
39039;Bonese
39050;Bartensleben
39051;Berenbrock
39052;Altenhausen
39053;Süplingen
39054;Böddensell
39055;Behnsdorf
39056;Born
39057;Bösdorf
39058;Bülstringen
39059;Etingen
39061;Behnsdorf
39062;Bebertal
39080;Altmersleben
39081;Kakerbeck
39082;Jeggau
39083;Meßdorf
39084;Kassieck
39085;Breitenfeld
39086;Hottendorf
39087;Jerchel
39088;Letzlingen
39089;Berkau
39200;Dannigkow
39201;Farsleben
39202;Ackendorf
39203;Barleben
39204;Hohendodeleben
39205;Altenweddingen
39206;Bornstedt
39207;Colbitz
39208;Heinrichsberg
39209;Bottmersdorf
39221;Möckern
39222;Hohenwarthe
39223;Brandenstein
39224;Büden
39225;Dörnitz
39226;Hohenziatz
39241;Ladeburg
39242;Dornburg
39243;Nedlitz
39244;Steutz
39245;Hobeck
39246;Buhlendorf
39247;Gehrden
39248;Bornum
39262;Amesdorf
39263;Borne
39264;Kroppenstedt
39265;Löderburg
39266;Atzendorf
39267;Cochstedt
39268;Egeln
39291;Brumby
39292;Biederitz
39293;Drackenstedt
39294;Breitenhagen
39295;Lödderitz
39296;Welsleben
39297;Biere
39298;Barby
39320;Groß Schwechten
39321;Arneburg
39322;Bölsdorf
39323;Fischbeck
39324;Badingen
39325;Badingen
39327;Klietz
39328;Ballerstedt
39329;Insel
39341;Nielebock
39342;Gladau
39343;Jerichow
39344;Bergzow
39345;Genthin
39346;Paplitz
39347;Kade
39348;Demsin
39349;Bergzow
39361;Brunkau
39362;Bittkau
39363;Angern
39364;Burgstall
39365;Bellingen
39366;Bertingen
39382;Garz
39383;Sandau
39384;Arendsee
39386;Beuster
39387;Damerow
39388;Baben
39389;Ferchels
39390;Behrendorf
39391;Boock
39392;Flessau
39393;Behrendorf
39394;Altenzaun
39395;Aulosen
39396;Lichterfelde
39397;Beuster
39398;Groß Garz
39399;Boock
39400;Alleringersleben
39401;Gunsleben
39402;Barneberg
39403;Gröningen
39404;Ausleben
39405;Barneberg
39406;Harbke
39407;Altbrandsleben
39408;Alikendorf
39409;Eilsleben
39421;Berßel
39422;Anderbeck
39423;Rodersdorf
39424;Emersleben
39425;Anderbeck
39426;Deersheim
39427;Aspenstedt
39428;Aderstedt
39451;Schmatzfeld
39452;Abbenrode
39453;Derenburg
39454;Elbingerode
39455;Drei Annen Hohne
39456;Altenbrak
39457;Benneckenstein
39458;Danstedt
39459;Güntersberge
39481;Hausneindorf
39482;Gatersleben
39483;Ballenstedt
39484;Dankerode
39485;Bad Suderode
39487;Allrode
39488;Güntersberge
39489;Straßberg
39600;Altenhagen
39601;Beseritz
39602;Galenbeck
39603;Burg Stargard
39604;Breesen
39605;Groß Nemerow
39606;Datzetal
39607;Fleethof
39608;Brunn
39721;Liepen
39722;Boldekow
39723;Iven
39724;Groß Polzin
39726;Bugewitz
39727;Boldekow
39728;Medow
39740;Nechlin
39741;Belling
39742;Bagemühl
39743;Koblentz
39744;Blankensee
39745;Fahrenholz
39746;Battinsthal
39747;Damerow
39748;Krugsdorf
39749;Glasow
39751;Grünz
39752;Blumenhagen
39753;Groß Daberkow
39754;Bergholz
39771;Liepgarten
39772;Galenbeck
39773;Altwarp
39774;Grambin
39775;Ahlbeck
39776;Hintersee
39777;Altwigshagen
39778;Ferdinandshof
39779;Eggesin
39820;Dolgen
39821;Blankensee
39822;Klein Vielen
39823;Boeker Mühle
39824;Blumenholz
39825;Dabelow
39826;Blankensee
39827;Diemitz
39828;Priepert
39829;Mirow
39831;Conow
39832;Userin
39833;Diemitz
39851;Blindow
39852;Arendsee
39853;Dedelow
39854;Carmzow
39855;Boitzenburger Land
39856;Gollmitz
39857;Damme
39858;Bertikow
39859;Ferdinandshorst
39861;Biesenbrow
39862;Albrechtshof
39863;Blankenburg
39881;Milmersdorf
39882;Gollin
39883;Groß Dölln
39884;Boitzenburger Land
39885;Boitzenburger Land
39886;Gerswalde
39887;Flieth-Stegelitz
39888;Boitzenburger Land
39889;Boitzenburger Land
39921;Ankershagen
39922;Bütow
39923;Augusthof
39924;Altenhof
39925;Below
39926;Grabowhöfe
39927;Drewitz
39928;Carolinenhof
39929;Jabel
39931;Bollewick
39932;Adamshoffnung
39933;Bülow
39934;Alt Schönau
39951;Faulenrost
39952;Borrentin
39953;Basedow
39954;Grischow
39955;Bredenfelde
39956;Lelkendorf
39957;Basedow
39959;Brudersdorf
39971;Altkalen
39972;Behren-Lübchin
39973;Altkalen
39975;Groß Wüstenfelde
39976;Groß Wüstenfelde
39977;Groß Wüstenfelde
39978;Dalkendorf
39991;Alt Tellin
39992;Görmin
39993;Alt Tellin
39994;Borrentin
39995;Nossendorf
39996;Beggerow
39997;Bentzin
39998;Düvier
39999;Bentzin
